Src	Eqid	Version	Datetime	Lat	Lon	Magnitude	Depth	NST	Region
ci	15313737	2	"Monday, March 25, 2013 00:56:42 UTC"	33.98	-116.27	1.2	1.7	39	Southern California
pr	13084000	0	"Monday, March 25, 2013 00:42:47 UTC"	18.53	-68.19	2.7	100	6	"Mona Passage, Dominican Republic"
ak	10682490	2	"Monday, March 25, 2013 00:38:14 UTC"	55.64	-152.04	3.3	20.3	41	south of Alaska
nc	71959925	0	"Monday, March 25, 2013 00:27:40 UTC"	38.78	-122.73	1	2.5	18	Northern California
us	b000fs42	8	"Monday, March 25, 2013 00:02:12 UTC"	51.76	-169	4.9	45.8	168	"Fox Islands, Aleutian Islands, Alaska"
us	b000fs41	4	"Monday, March 25, 2013 00:00:04 UTC"	12.02	-88.01	4.6	35.1	20	near the coast of Nicaragua
ak	10680499	2	"Sunday, March 24, 2013 23:56:26 UTC"	51.53	-175.32	1.4	16.5	13	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10680496	2	"Sunday, March 24, 2013 23:54:01 UTC"	61.48	-147.67	1.7	13.6	25	Southern Alaska
nc	71961020	2	"Sunday, March 24, 2013 23:47:17 UTC"	40.71	-121.18	1.3	7.1	10	Northern California
us	b000fs3s	5	"Sunday, March 24, 2013 23:43:57 UTC"	37.48	143.81	4.4	35	19	"off the east coast of Honshu, Japan"
ci	15313689	1	"Sunday, March 24, 2013 23:35:01 UTC"	33.5	-116.47	1.1	9.1	36	Southern California
ci	15313681	2	"Sunday, March 24, 2013 23:32:25 UTC"	35.04	-117.67	1.5	0	17	Southern California
nc	71959885	3	"Sunday, March 24, 2013 22:56:12 UTC"	40.27	-124.48	2.1	19.4	25	offshore Northern California
ci	15313665	2	"Sunday, March 24, 2013 22:48:42 UTC"	34	-117.17	1.1	4.4	35	"Greater Los Angeles area, California"
ci	15313657	1	"Sunday, March 24, 2013 22:39:54 UTC"	35.83	-117.68	1.2	2.6	18	Central California
ak	10681947	2	"Sunday, March 24, 2013 22:32:36 UTC"	63.23	-150.39	1.3	117.3	18	Central Alaska
nn	407134	1	"Sunday, March 24, 2013 22:15:29 UTC"	39.42	-119.85	1.1	10.1	21	Nevada
ci	15313649	1	"Sunday, March 24, 2013 22:03:06 UTC"	34.01	-117.17	1.5	4.1	63	"Greater Los Angeles area, California"
nn	407130	1	"Sunday, March 24, 2013 21:57:41 UTC"	39.62	-120	1	6.4	12	Northern California
nc	71959840	4	"Sunday, March 24, 2013 21:50:51 UTC"	39.91	-122.95	1.3	7	15	Northern California
ak	10680469	2	"Sunday, March 24, 2013 21:30:13 UTC"	63.07	-151.46	1.3	6.4	17	Central Alaska
ak	10680463	2	"Sunday, March 24, 2013 21:26:20 UTC"	59.34	-136.73	2.3	9.4	12	Southeastern Alaska
nn	407150	1	"Sunday, March 24, 2013 21:22:33 UTC"	39.42	-119.85	1.3	10.3	18	Nevada
nn	407124	1	"Sunday, March 24, 2013 21:22:08 UTC"	39.42	-119.85	1.3	10.1	22	Nevada
nn	407121	1	"Sunday, March 24, 2013 21:20:29 UTC"	39.42	-119.85	2.2	9.2	23	Nevada
ak	10680456	2	"Sunday, March 24, 2013 21:20:15 UTC"	60.37	-149.63	1.3	33.4	14	"Kenai Peninsula, Alaska"
nn	407120	1	"Sunday, March 24, 2013 21:19:52 UTC"	39.42	-119.86	1.2	11.9	19	Nevada
us	b000fs2k	7	"Sunday, March 24, 2013 21:19:43 UTC"	-7.17	148	4.9	82.2	45	"eastern New Guinea region, Papua New Guinea"
nn	407116	1	"Sunday, March 24, 2013 21:18:56 UTC"	39.42	-119.85	1.5	11.7	25	Nevada
ak	10680451	3	"Sunday, March 24, 2013 21:15:39 UTC"	52.82	-168.01	2.8	7.2	18	"Fox Islands, Aleutian Islands, Alaska"
uw	60512476	1	"Sunday, March 24, 2013 21:11:09 UTC"	49.45	-120.48	2.3	0	10	"British Columbia, Canada"
nn	407123	1	"Sunday, March 24, 2013 21:06:37 UTC"	39.42	-119.85	1.6	10.6	22	Nevada
nc	71961010	2	"Sunday, March 24, 2013 21:01:32 UTC"	41.02	-121.53	1	6.6	7	Northern California
us	b000fs2c	6	"Sunday, March 24, 2013 21:00:13 UTC"	-12.4	166.01	5.1	44.2	48	Santa Cruz Islands
ak	10680444	2	"Sunday, March 24, 2013 20:56:16 UTC"	65.84	-142.9	1.8	8.6	14	northern Alaska
nc	71959795	0	"Sunday, March 24, 2013 20:51:32 UTC"	36.57	-121.08	1.4	9.4	7	Central California
ak	10680440	2	"Sunday, March 24, 2013 20:26:31 UTC"	64.92	-148.98	1.1	17.5	22	Central Alaska
uw	60512466	1	"Sunday, March 24, 2013 20:25:09 UTC"	42.61	-122.39	1.9	1.4	18	Oregon
nc	71959775	0	"Sunday, March 24, 2013 19:51:42 UTC"	38.83	-122.78	1.2	1.9	19	Northern California
nc	71959765	3	"Sunday, March 24, 2013 19:47:00 UTC"	35.73	-121.28	1.8	11.7	31	Central California
ci	15313593	2	"Sunday, March 24, 2013 19:46:48 UTC"	34.52	-118.15	1	9.6	15	Southern California
uw	60512461	1	"Sunday, March 24, 2013 19:28:13 UTC"	42.61	-122.4	2.7	9.2	28	Oregon
us	b000fs1n	4	"Sunday, March 24, 2013 19:27:32 UTC"	-21.5	169.98	5.2	92.3	40	southeast of the Loyalty Islands
ak	10680419	2	"Sunday, March 24, 2013 19:12:56 UTC"	59.94	-152.65	2.3	101.7	49	Southern Alaska
nc	71959735	1	"Sunday, March 24, 2013 18:51:51 UTC"	38.81	-122.81	1.8	2	36	Northern California
uw	60512451	1	"Sunday, March 24, 2013 18:46:05 UTC"	42.61	-122.4	2.6	5.8	30	Oregon
ak	10680411	2	"Sunday, March 24, 2013 18:32:33 UTC"	61.47	-140.61	1.5	13.6	11	"Southern Yukon Territory, Canada"
ak	10681938	2	"Sunday, March 24, 2013 18:13:45 UTC"	62.63	-148.83	1	66.3	11	Central Alaska
nc	71959715	0	"Sunday, March 24, 2013 18:10:54 UTC"	37.63	-118.93	1.3	8.6	20	"Long Valley area, California"
ak	10680404	2	"Sunday, March 24, 2013 18:09:44 UTC"	62.18	-150.37	2.1	5.7	50	Central Alaska
ak	10680402	2	"Sunday, March 24, 2013 18:01:21 UTC"	51.64	-177.32	1.5	58.5	11	"Andreanof Islands, Aleutian Islands, Alaska"
nc	71959710	3	"Sunday, March 24, 2013 17:51:58 UTC"	36.61	-121.22	2	4.6	54	Central California
ak	10680395	2	"Sunday, March 24, 2013 17:41:10 UTC"	61.04	-150.38	1.5	33.6	30	Southern Alaska
us	b000fs0l	8	"Sunday, March 24, 2013 17:28:23 UTC"	11.85	-60.14	4.8	46.2	86	"Tobago region, Trinidad and Tobago"
nc	71959700	D	"Sunday, March 24, 2013 17:25:40 UTC"	40.61	-124.96	4.3	14	34	offshore Northern California
ak	10680382	2	"Sunday, March 24, 2013 17:21:02 UTC"	60.15	-152.65	3	82.7	73	Southern Alaska
ak	10680369	2	"Sunday, March 24, 2013 16:46:39 UTC"	61.57	-149.73	2.2	33.2	61	Southern Alaska
nc	71959665	3	"Sunday, March 24, 2013 16:43:51 UTC"	35.58	-120.83	2.8	6.5	98	Central California
ak	10680365	2	"Sunday, March 24, 2013 16:35:01 UTC"	59.71	-150.23	1.7	30.2	29	"Kenai Peninsula, Alaska"
nc	71959655	3	"Sunday, March 24, 2013 16:29:43 UTC"	39.62	-120.01	1	4.4	19	Northern California
us	2013ndat	4	"Sunday, March 24, 2013 16:23:43 UTC"	0.63	-25.86	4.9	10	36	central Mid-Atlantic Ridge
ak	10680355	2	"Sunday, March 24, 2013 16:12:13 UTC"	63.53	-147.31	1	66.5	20	Central Alaska
nc	71959645	3	"Sunday, March 24, 2013 16:04:36 UTC"	37.57	-119	2.1	2.5	44	Central California
pr	13083004	2	"Sunday, March 24, 2013 16:03:27 UTC"	18.5	-65.28	3.9	96	37	Puerto Rico region
ak	10680348	2	"Sunday, March 24, 2013 15:56:03 UTC"	62.07	-145.22	1.1	14.7	8	Central Alaska
ak	10680340	2	"Sunday, March 24, 2013 15:49:11 UTC"	60.92	-150.9	1.6	15	34	"Kenai Peninsula, Alaska"
us	2013ndas	6	"Sunday, March 24, 2013 15:47:22 UTC"	37.79	16.48	4.5	26.1	59	Ionian Sea
uw	60512396	2	"Sunday, March 24, 2013 15:41:06 UTC"	48.87	-122.17	1.9	5.9	15	Washington
nc	71959630	3	"Sunday, March 24, 2013 15:40:55 UTC"	39.62	-120.01	2.2	4.7	27	Northern California
ak	10680321	2	"Sunday, March 24, 2013 15:24:30 UTC"	60.91	-150.83	2.7	11.9	56	"Kenai Peninsula, Alaska"
ak	10680315	2	"Sunday, March 24, 2013 15:19:57 UTC"	61.98	-150.07	2.4	43	70	Southern Alaska
ci	15313505	2	"Sunday, March 24, 2013 15:09:41 UTC"	34	-117.17	1.1	4.7	50	"Greater Los Angeles area, California"
ak	10680303	2	"Sunday, March 24, 2013 14:57:57 UTC"	62.13	-148.02	1.3	28.3	31	Central Alaska
ak	10680297	2	"Sunday, March 24, 2013 14:40:07 UTC"	63.53	-146.53	1.1	12.6	18	Central Alaska
ak	10680291	2	"Sunday, March 24, 2013 14:35:38 UTC"	62.16	-150.37	1.4	7.5	32	Central Alaska
ak	10680287	2	"Sunday, March 24, 2013 14:22:17 UTC"	62.16	-150.34	1.6	5	37	Central Alaska
ci	37125643	2	"Sunday, March 24, 2013 14:09:04 UTC"	32.6	-117.08	1.2	11	15	"San Diego County urban area, California"
nc	71959605	0	"Sunday, March 24, 2013 14:07:39 UTC"	38.83	-122.79	1.4	2	19	Northern California
nc	71959590	0	"Sunday, March 24, 2013 13:49:32 UTC"	38.84	-122.87	1.3	9.5	6	Northern California
ak	10681919	2	"Sunday, March 24, 2013 13:37:07 UTC"	59.57	-153.39	2	118.4	26	Southern Alaska
pr	13083003	0	"Sunday, March 24, 2013 13:36:09 UTC"	18.04	-65.59	1.9	21	5	Puerto Rico region
ak	10681918	2	"Sunday, March 24, 2013 13:33:53 UTC"	62.63	-151.14	1.2	89.3	10	Central Alaska
ci	15313449	2	"Sunday, March 24, 2013 13:23:19 UTC"	34	-116.83	1	20.6	33	Southern California
ak	10681917	2	"Sunday, March 24, 2013 13:09:49 UTC"	63.38	-150.15	1.1	118.4	12	Central Alaska
us	b000fryf	5	"Sunday, March 24, 2013 12:49:02 UTC"	29.59	138.49	4.4	479.2	33	"Izu Islands, Japan region"
uw	60512386	2	"Sunday, March 24, 2013 12:28:54 UTC"	42.61	-122.4	2.5	9.2	27	Oregon
nc	71959555	3	"Sunday, March 24, 2013 12:21:11 UTC"	37.57	-118.99	2.3	2.9	46	Central California
ak	10680271	2	"Sunday, March 24, 2013 12:19:54 UTC"	54.41	-161.77	3.1	17.4	21	Alaska Peninsula
ak	10681915	2	"Sunday, March 24, 2013 12:19:26 UTC"	62.61	-151.2	1.3	85.6	16	Central Alaska
uw	60512376	2	"Sunday, March 24, 2013 12:04:48 UTC"	42.6	-122.4	2.3	17.2	28	Oregon
us	b000fry3	7	"Sunday, March 24, 2013 11:43:18 UTC"	51.59	156.7	4.4	174.7	37	"Kamchatka Peninsula, Russia"
nc	71959535	0	"Sunday, March 24, 2013 11:39:21 UTC"	37.64	-118.92	1	9.2	13	"Long Valley area, California"
uw	60512366	2	"Sunday, March 24, 2013 11:39:04 UTC"	42.61	-122.41	3.1	15.7	36	Oregon
ci	15313409	1	"Sunday, March 24, 2013 11:38:19 UTC"	32.65	-115.79	1.1	9.8	17	Southern California
nn	407021	1	"Sunday, March 24, 2013 11:26:30 UTC"	37.02	-117.12	1.2	19.2	7	Nevada
ci	15313393	1	"Sunday, March 24, 2013 11:12:18 UTC"	32.63	-115.72	2.1	0.1	24	"Baja California, Mexico"
nc	71959525	0	"Sunday, March 24, 2013 11:02:03 UTC"	37.61	-118.88	1	27.4	9	"Long Valley area, California"
ak	10680254	2	"Sunday, March 24, 2013 10:55:37 UTC"	63.62	-147.53	1.4	84.1	42	Central Alaska
ak	10680253	2	"Sunday, March 24, 2013 10:50:04 UTC"	63.06	-151.57	1.3	8.3	27	Central Alaska
ak	10680250	3	"Sunday, March 24, 2013 10:37:15 UTC"	52.31	-170.01	3	4.8	9	"Fox Islands, Aleutian Islands, Alaska"
nc	71959520	3	"Sunday, March 24, 2013 10:34:04 UTC"	39.62	-120	1.1	5	21	Northern California
nc	71959515	0	"Sunday, March 24, 2013 10:31:11 UTC"	37.64	-118.92	1.3	8.4	18	"Long Valley area, California"
us	b000frxm	B	"Sunday, March 24, 2013 10:29:20 UTC"	16.15	-93.07	4.1	169.4	36	"Chiapas, Mexico"
uw	60512356	2	"Sunday, March 24, 2013 10:23:04 UTC"	48.11	-124.94	1.9	42.1	33	offshore Washington
us	b000frxj	5	"Sunday, March 24, 2013 10:12:03 UTC"	38.89	-107.34	2.5	1	33	Colorado
us	b000frxi	5	"Sunday, March 24, 2013 10:04:13 UTC"	50.75	160.12	4.3	9.6	88	east of the Kuril Islands
pr	13083002	0	"Sunday, March 24, 2013 09:43:48 UTC"	19.64	-64.05	3.4	46	8	Virgin Islands region
ak	10680237	2	"Sunday, March 24, 2013 09:36:24 UTC"	61.07	-151.52	1.7	73.3	38	Southern Alaska
ak	10680234	2	"Sunday, March 24, 2013 09:29:16 UTC"	60.82	-150.97	1.3	57.5	16	"Kenai Peninsula, Alaska"
ak	10680233	2	"Sunday, March 24, 2013 09:26:34 UTC"	62.96	-150.77	1.3	100.1	18	Central Alaska
uw	60512336	3	"Sunday, March 24, 2013 09:18:52 UTC"	42.61	-122.4	1.8	17.1	23	Oregon
ci	15313345	1	"Sunday, March 24, 2013 09:17:35 UTC"	34	-117.17	1	2.6	39	"Greater Los Angeles area, California"
nc	71959440	3	"Sunday, March 24, 2013 09:13:34 UTC"	37.63	-118.92	2.1	8.4	41	"Long Valley area, California"
ak	10680227	2	"Sunday, March 24, 2013 09:09:44 UTC"	61.49	-149.92	1.3	47.4	14	Southern Alaska
nc	71959410	0	"Sunday, March 24, 2013 08:51:51 UTC"	37.63	-118.92	1.2	7.7	14	"Long Valley area, California"
nc	71959400	0	"Sunday, March 24, 2013 08:50:00 UTC"	37.63	-118.92	1.5	1.3	7	"Long Valley area, California"
nc	71959395	0	"Sunday, March 24, 2013 08:49:47 UTC"	37.64	-118.92	1.2	7.7	14	"Long Valley area, California"
nc	71959385	0	"Sunday, March 24, 2013 08:44:50 UTC"	37.64	-118.92	1.5	8.3	23	"Long Valley area, California"
nc	71959365	3	"Sunday, March 24, 2013 08:36:45 UTC"	37.63	-118.92	1.9	8.7	43	"Long Valley area, California"
nc	71959355	2	"Sunday, March 24, 2013 08:32:49 UTC"	37.63	-118.92	1.5	8.3	37	"Long Valley area, California"
nc	71959340	2	"Sunday, March 24, 2013 08:30:59 UTC"	37.63	-118.92	1.7	7.9	33	"Long Valley area, California"
nc	71959335	2	"Sunday, March 24, 2013 08:30:32 UTC"	37.63	-118.93	1.1	7.3	26	"Long Valley area, California"
nc	71959330	5	"Sunday, March 24, 2013 08:29:07 UTC"	37.64	-118.92	3.1	8.2	50	"Long Valley area, California"
nc	71959320	0	"Sunday, March 24, 2013 08:26:03 UTC"	37.64	-118.92	1.4	8.7	17	"Long Valley area, California"
nc	71959315	0	"Sunday, March 24, 2013 08:25:54 UTC"	37.63	-118.93	1.2	7.6	9	"Long Valley area, California"
ci	15313281	1	"Sunday, March 24, 2013 08:23:29 UTC"	33.7	-116.82	1.4	16.7	56	Southern California
us	b000frwy	7	"Sunday, March 24, 2013 08:13:44 UTC"	-20.77	173.4	6	10	55	Vanuatu region
ak	10680194	2	"Sunday, March 24, 2013 08:00:30 UTC"	61.21	-146.96	1.3	0	7	Southern Alaska
uw	60512326	3	"Sunday, March 24, 2013 08:00:11 UTC"	42.62	-122.4	2.6	9.5	32	Oregon
ak	10680189	2	"Sunday, March 24, 2013 07:53:00 UTC"	61.31	-150.31	1.8	46.6	45	Southern Alaska
nc	71959270	0	"Sunday, March 24, 2013 07:52:44 UTC"	37.64	-118.92	1.2	8.9	14	"Long Valley area, California"
nn	407008	1	"Sunday, March 24, 2013 07:51:46 UTC"	38.02	-118.03	1.5	4.6	12	Nevada
us	b000frwr	5	"Sunday, March 24, 2013 07:30:24 UTC"	-13.68	-74.11	4.5	56.5	16	central Peru
pr	13083001	0	"Sunday, March 24, 2013 07:25:39 UTC"	17.98	-65.39	2.5	18	4	Puerto Rico region
ci	15313257	2	"Sunday, March 24, 2013 07:16:39 UTC"	34.49	-118.06	1	12	12	Southern California
ci	15313241	1	"Sunday, March 24, 2013 07:02:31 UTC"	33.51	-116.46	1.2	13	42	Southern California
ak	10680184	2	"Sunday, March 24, 2013 06:59:54 UTC"	60.19	-152.57	1.7	86.2	15	Southern Alaska
ak	10681901	2	"Sunday, March 24, 2013 06:53:45 UTC"	66.34	-147.61	1	4.5	10	northern Alaska
nc	71959255	1	"Sunday, March 24, 2013 06:44:49 UTC"	38.82	-122.82	1.7	3	35	Northern California
ak	10680179	2	"Sunday, March 24, 2013 06:38:24 UTC"	61.59	-148.61	1	31	24	Southern Alaska
ci	15313217	3	"Sunday, March 24, 2013 06:28:17 UTC"	34.22	-117.02	1.2	2	38	Southern California
uu	60016792	3	"Sunday, March 24, 2013 06:11:28 UTC"	44.56	-110.75	1.2	2.4	10	"Yellowstone National Park, Wyoming"
uu	60016787	2	"Sunday, March 24, 2013 06:07:01 UTC"	44.56	-110.74	1.4	5.8	8	"Yellowstone National Park, Wyoming"
pr	13083000	0	"Sunday, March 24, 2013 05:57:18 UTC"	19.06	-68.38	3.3	71	9	Dominican Republic region
uu	60001020	2	"Sunday, March 24, 2013 05:52:05 UTC"	44.56	-110.75	2.4	4.7	13	"Yellowstone National Park, Wyoming"
uu	60016777	2	"Sunday, March 24, 2013 05:51:48 UTC"	44.56	-110.74	1.7	2.1	12	"Yellowstone National Park, Wyoming"
ak	10680171	2	"Sunday, March 24, 2013 05:51:17 UTC"	61.79	-148.11	1.6	24.9	43	Southern Alaska
uu	60016772	2	"Sunday, March 24, 2013 05:48:26 UTC"	44.57	-110.7	1.2	4.9	8	"Yellowstone National Park, Wyoming"
uu	60001000	2	"Sunday, March 24, 2013 05:42:42 UTC"	44.57	-110.76	1.5	7.1	12	"Yellowstone National Park, Wyoming"
uu	60016757	2	"Sunday, March 24, 2013 05:42:13 UTC"	44.56	-110.75	1.2	1.8	12	"Yellowstone National Park, Wyoming"
uu	60016752	2	"Sunday, March 24, 2013 05:37:54 UTC"	44.56	-110.76	1.5	4.9	8	"Yellowstone National Park, Wyoming"
nc	71959235	0	"Sunday, March 24, 2013 05:13:00 UTC"	38.81	-122.81	1	3.2	19	Northern California
ak	10680165	2	"Sunday, March 24, 2013 05:07:54 UTC"	63.08	-150.73	1.4	120	34	Central Alaska
ak	10680158	2	"Sunday, March 24, 2013 04:51:04 UTC"	61.33	-147.22	1.3	9.4	18	Southern Alaska
ak	10680154	2	"Sunday, March 24, 2013 04:48:57 UTC"	59.78	-152.14	2.5	59.8	63	Southern Alaska
ak	10680151	2	"Sunday, March 24, 2013 04:46:21 UTC"	63.93	-148.82	1.7	0	33	Central Alaska
nc	71959220	0	"Sunday, March 24, 2013 04:28:54 UTC"	38.83	-122.79	1.2	2.4	15	Northern California
nc	71959225	2	"Sunday, March 24, 2013 04:28:54 UTC"	38.83	-122.8	1.1	2.7	25	Northern California
ak	10680128	2	"Sunday, March 24, 2013 04:19:37 UTC"	53.31	-167.26	2.5	15.1	18	"Fox Islands, Aleutian Islands, Alaska"
us	b000frv8	7	"Sunday, March 24, 2013 04:18:34 UTC"	50.71	160.15	6.1	9.7	98	east of the Kuril Islands
ak	10680122	2	"Sunday, March 24, 2013 04:05:33 UTC"	62.34	-149.58	1.4	51.2	34	Central Alaska
us	b000frv4	6	"Sunday, March 24, 2013 03:47:32 UTC"	33.42	95.39	4.5	29.8	23	"southern Qinghai, China"
ak	10680110	2	"Sunday, March 24, 2013 03:09:45 UTC"	62.09	-145.23	1.5	16.2	30	Central Alaska
ci	15313129	1	"Sunday, March 24, 2013 03:08:16 UTC"	33.49	-116.45	1.3	12.7	44	Southern California
ci	15313113	1	"Sunday, March 24, 2013 03:06:43 UTC"	33.49	-116.45	1.3	13.8	36	Southern California
ak	10681890	2	"Sunday, March 24, 2013 03:04:41 UTC"	62.94	-149.49	1.2	70.4	19	Central Alaska
us	b000fruf	4	"Sunday, March 24, 2013 02:44:31 UTC"	-3.49	144.76	4.5	48.6	16	"near the north coast of New Guinea, Papua New Guinea"
ak	10681889	2	"Sunday, March 24, 2013 02:36:56 UTC"	61.77	-154.31	1.2	0.6	9	Southern Alaska
ak	10680098	2	"Sunday, March 24, 2013 02:33:07 UTC"	59.72	-152.46	2	70.2	35	Southern Alaska
us	b000fru5	7	"Sunday, March 24, 2013 02:26:31 UTC"	-6.87	148.5	4.8	59.1	35	"New Britain region, Papua New Guinea"
ak	10680096	2	"Sunday, March 24, 2013 02:26:06 UTC"	60.35	-152.73	2	114.7	35	Southern Alaska
ci	15313081	1	"Sunday, March 24, 2013 02:23:35 UTC"	33.46	-116.88	1.2	15.4	38	Southern California
nc	71959165	3	"Sunday, March 24, 2013 02:18:31 UTC"	39.62	-120	1.6	4.8	29	Northern California
ak	10680093	2	"Sunday, March 24, 2013 02:18:13 UTC"	62.9	-148.47	1.1	61.2	16	Central Alaska
ak	10680092	2	"Sunday, March 24, 2013 02:13:37 UTC"	61.05	-152.37	1.7	114.1	23	Southern Alaska
ak	10680089	2	"Sunday, March 24, 2013 01:58:10 UTC"	65.22	-140.97	2.2	7.9	10	"northern Yukon Territory, Canada"
nc	71959155	1	"Sunday, March 24, 2013 01:55:52 UTC"	38.77	-122.73	1.4	2.8	24	Northern California
ak	10680082	2	"Sunday, March 24, 2013 01:50:50 UTC"	63.94	-148.77	1.3	111.7	36	Central Alaska
ak	10680076	2	"Sunday, March 24, 2013 01:41:40 UTC"	60.07	-152.95	3.3	110.4	100	Southern Alaska
us	b000frtb	7	"Sunday, March 24, 2013 01:35:57 UTC"	-6.76	148.36	4.9	62.7	51	"New Britain region, Papua New Guinea"
ak	10680070	2	"Sunday, March 24, 2013 01:30:02 UTC"	61.47	-140.65	2.1	0	27	"Southern Yukon Territory, Canada"
nn	406990	1	"Sunday, March 24, 2013 01:29:01 UTC"	39.61	-120	2.3	5.5	19	Northern California
nc	71959145	2	"Sunday, March 24, 2013 01:28:56 UTC"	39.62	-120.01	2	4.8	25	Northern California
ak	10681878	2	"Sunday, March 24, 2013 01:10:45 UTC"	62.33	-150.13	1.2	9.3	16	Central Alaska
ak	10680058	2	"Sunday, March 24, 2013 01:05:46 UTC"	63.21	-145	1.5	3.3	29	Central Alaska
ak	10680050	2	"Sunday, March 24, 2013 00:49:20 UTC"	61.3	-147	2.7	28.3	78	Southern Alaska
nc	71959125	3	"Sunday, March 24, 2013 00:32:21 UTC"	35.64	-120.31	1.9	12.1	72	Central California
nc	71959120	1	"Sunday, March 24, 2013 00:28:23 UTC"	38.82	-122.82	1.2	3.1	29	Northern California
nc	71959115	3	"Sunday, March 24, 2013 00:20:47 UTC"	39.62	-120	1.7	4.8	29	Northern California
ak	10680041	2	"Sunday, March 24, 2013 00:17:58 UTC"	52.18	-175.25	3.6	80.6	23	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10683062	2	"Saturday, March 23, 2013 23:54:19 UTC"	61.44	-146.12	1.1	30.9	10	Southern Alaska
pr	13082004	0	"Saturday, March 23, 2013 23:31:08 UTC"	19.21	-64.77	3.1	52	7	Virgin Islands region
ak	10680033	2	"Saturday, March 23, 2013 23:14:22 UTC"	63.74	-146.62	1.1	18.5	19	Central Alaska
ci	15313017	2	"Saturday, March 23, 2013 23:11:51 UTC"	33.77	-116.71	1	16.2	28	Southern California
ak	10683059	2	"Saturday, March 23, 2013 22:45:46 UTC"	64.95	-154.81	1.3	40.2	9	Central Alaska
ak	10683058	2	"Saturday, March 23, 2013 22:41:42 UTC"	63.25	-150.7	1.3	124.1	17	Central Alaska
us	b000frs6	5	"Saturday, March 23, 2013 22:37:34 UTC"	-15.86	-71.91	4.7	12.3	35	southern Peru
ak	10683057	2	"Saturday, March 23, 2013 22:36:00 UTC"	60.1	-153.1	2.1	123.7	14	Southern Alaska
ak	10680024	2	"Saturday, March 23, 2013 22:20:07 UTC"	61.33	-151.93	2.1	113.5	39	Southern Alaska
nc	71959085	0	"Saturday, March 23, 2013 22:11:02 UTC"	36.58	-121.18	1.6	7.6	11	Central California
ci	15312985	2	"Saturday, March 23, 2013 21:56:41 UTC"	34	-117.18	1.1	6.9	32	"Greater Los Angeles area, California"
ak	10683055	2	"Saturday, March 23, 2013 21:14:13 UTC"	61.04	-152.18	1.8	127.6	13	Southern Alaska
ak	10683054	2	"Saturday, March 23, 2013 20:57:15 UTC"	60.35	-152.53	1.6	107.8	9	Southern Alaska
ak	10683052	2	"Saturday, March 23, 2013 20:49:47 UTC"	65.67	-143.78	1.6	8.2	14	northern Alaska
nc	71959060	2	"Saturday, March 23, 2013 20:37:59 UTC"	40.24	-121.38	1.6	4.1	10	Northern California
ak	10680010	2	"Saturday, March 23, 2013 20:34:07 UTC"	60.07	-152.06	1.7	69.1	16	Southern Alaska
ak	10683050	2	"Saturday, March 23, 2013 20:31:58 UTC"	59.62	-152.76	1.4	79.7	9	Southern Alaska
pr	13082003	0	"Saturday, March 23, 2013 20:27:48 UTC"	18.42	-64.77	2.6	88	6	Virgin Islands region
ak	10683049	2	"Saturday, March 23, 2013 20:24:54 UTC"	63.26	-151.06	1	4.5	13	Central Alaska
ak	10680006	2	"Saturday, March 23, 2013 20:20:49 UTC"	60.67	-152.61	2.1	137	16	Southern Alaska
uw	60512201	2	"Saturday, March 23, 2013 20:15:45 UTC"	49.19	-119.49	2.8	0	18	"British Columbia, Canada"
ak	10679996	2	"Saturday, March 23, 2013 19:59:15 UTC"	61.86	-150.38	1.6	45.1	27	Southern Alaska
nc	71959040	0	"Saturday, March 23, 2013 19:58:24 UTC"	38.83	-122.82	1	1.8	16	Northern California
nc	71959030	0	"Saturday, March 23, 2013 19:56:46 UTC"	38.82	-122.83	1	2.6	21	Northern California
nc	71959025	3	"Saturday, March 23, 2013 19:55:50 UTC"	38.83	-122.82	2.1	2.3	66	Northern California
ci	15312905	2	"Saturday, March 23, 2013 19:26:41 UTC"	33.48	-116.44	2.1	9.5	67	Southern California
pr	13082002	0	"Saturday, March 23, 2013 19:12:10 UTC"	17.97	-68.29	2.6	65	5	Dominican Republic region
ak	10679988	2	"Saturday, March 23, 2013 19:10:01 UTC"	55.09	-159.48	2.8	35.6	14	Alaska Peninsula
nc	71959000	1	"Saturday, March 23, 2013 19:09:43 UTC"	38.8	-122.81	1.4	3.1	28	Northern California
ak	10683045	2	"Saturday, March 23, 2013 19:04:23 UTC"	62.24	-150.17	1.2	14.2	12	Central Alaska
ak	10679978	2	"Saturday, March 23, 2013 18:31:32 UTC"	63.22	-150.52	1.8	120.7	35	Central Alaska
nc	71958980	2	"Saturday, March 23, 2013 18:09:48 UTC"	39.41	-120.19	1.4	12.4	25	Northern California
nn	406890	1	"Saturday, March 23, 2013 17:47:25 UTC"	40.37	-119.54	1.8	0.4	16	Nevada
ak	10683043	2	"Saturday, March 23, 2013 17:46:34 UTC"	54.27	-162.65	2	11	8	Alaska Peninsula
ci	15312873	1	"Saturday, March 23, 2013 17:45:00 UTC"	33.04	-116.43	1.3	7.7	16	Southern California
nm	032313c	A	"Saturday, March 23, 2013 17:33:44 UTC"	35.5	-92.43	1.6	3.9	7	Arkansas
ak	10679958	2	"Saturday, March 23, 2013 17:27:39 UTC"	62.92	-149.44	1	72.9	16	Central Alaska
